full_text,cleasing,case_folding,normalisasi,tokenize,filtering/stopword removal,label
@idextratime selama ikut polling twitter anies slalu jauh memimpin.. heran juga sma survey survey .. mreka survey dmn ya,selama ikut polling twitter anies slalu jauh memimpin heran juga sma survey survey mreka survey dmn ya,selama ikut polling twitter anies slalu jauh memimpin heran juga sma survey survey mreka survey dmn ya,selama ikut polling twitter anies slalu jauh memimpin heran juga sma survey survey mreka survey dmn ya,"['selama', 'ikut', 'polling', 'twitter', 'anies', 'slalu', 'jauh', 'memimpin', 'heran', 'juga', 'sma', 'survey', 'survey', 'mreka', 'survey', 'dmn', 'ya']","['polling', 'twitter', 'anies', 'slalu', 'memimpin', 'heran', 'sma', 'survey', 'survey', 'mreka', 'survey', 'dmn', 'ya']",Positif
kalo pak anies menang aku JANJI ga bolos2 kelas lagi plis ya Allah,kalo pak anies menang aku JANJI ga bolos2 kelas lagi plis ya Allah,kalo pak anies menang aku janji ga bolos2 kelas lagi plis ya allah,kalau pak anies menang aku janji ga bolos2 kelas lagi plis ya allah,"['kalau', 'pak', 'anies', 'menang', 'aku', 'janji', 'ga', 'bolos2', 'kelas', 'lagi', 'plis', 'ya', 'allah']","['anies', 'menang', 'janji', 'ga', 'bolos2', 'kelas', 'plis', 'ya', 'allah']",Positif
@habiburokhman Tidak terhasut kok tetap memilih yang terbaik Anies-Muhaimin no. 1 ,Tidak terhasut kok tetap memilih yang terbaik AniesMuhaimin no 1,tidak terhasut kok tetap memilih yang terbaik aniesmuhaimin no 1,tidak terhasut kok tetap memilih yang terbaik aniesmuhaimin no 1,"['tidak', 'terhasut', 'kok', 'tetap', 'memilih', 'yang', 'terbaik', 'aniesmuhaimin', 'no', '1']","['terhasut', 'memilih', 'terbaik', 'aniesmuhaimin', 'no', '1']",Positif
Dibilang zionis wkwkw makin kenceng aja narasi negatif kemaren2 dicecer sama KPK pun ga kebukti apa2 yg katanya Korupsi makin yakin klo pilih beliau Namanya manusia ga ada yg sempurna beberapa program Pak Anies ada yg ga jalan itu pun karena ga dapet lampu hijau dari pusat,Dibilang zionis wkwkw makin kenceng aja narasi negatif kemaren2 dicecer sama KPK pun ga kebukti apa2 yg katanya Korupsi makin yakin klo pilih beliau Namanya manusia ga ada yg sempurna beberapa program Pak Anies ada yg ga jalan itu pun karena ga dapet lampu hijau dari pusat,dibilang zionis wkwkw makin kenceng aja narasi negatif kemaren2 dicecer sama kpk pun ga kebukti apa2 yg katanya korupsi makin yakin klo pilih beliau namanya manusia ga ada yg sempurna beberapa program pak anies ada yg ga jalan itu pun karena ga dapet lampu hijau dari pusat,dibilang zionis wkwkw makin kenceng aja narasi negatif kemaren2 dicecer sama kpk pun ga kebukti apa2 yang katanya korupsi makin yakin kalau pilih beliau namanya manusia ga ada yang sempurna beberapa program pak anies ada yang ga jalan itu pun karena ga dapet lampu hijau dari pusat,"['dibilang', 'zionis', 'wkwkw', 'makin', 'kenceng', 'aja', 'narasi', 'negatif', 'kemaren2', 'dicecer', 'sama', 'kpk', 'pun', 'ga', 'kebukti', 'apa2', 'yang', 'katanya', 'korupsi', 'makin', 'yakin', 'kalau', 'pilih', 'beliau', 'namanya', 'manusia', 'ga', 'ada', 'yang', 'sempurna', 'beberapa', 'program', 'pak', 'anies', 'ada', 'yang', 'ga', 'jalan', 'itu', 'pun', 'karena', 'ga', 'dapet', 'lampu', 'hijau', 'dari', 'pusat']","['dibilang', 'zionis', 'wkwkw', 'kenceng', 'aja', 'narasi', 'negatif', 'kemaren2', 'dicecer', 'kpk', 'ga', 'kebukti', 'apa2', 'korupsi', 'pilih', 'beliau', 'namanya', 'manusia', 'ga', 'sempurna', 'program', 'anies', 'ga', 'jalan', 'ga', 'dapet', 'lampu', 'hijau', 'pusat']",Positif
@liputan6dotcom jangan pilih yang tukang bungkam pers. ke pak anies aja karena beliau benar tidak pernah lapor sana sini dan pak ganjar kuy kalo pak anies kalah. https://t.co/vhGNeWKBcf,jangan pilih yang tukang bungkam pers ke pak anies aja karena beliau benar tidak pernah lapor sana sini dan pak ganjar kuy kalo pak anies kalah,jangan pilih yang tukang bungkam pers ke pak anies aja karena beliau benar tidak pernah lapor sana sini dan pak ganjar kuy kalo pak anies kalah,jangan pilih yang tukang bungkam pers ke pak anies aja karena beliau benar tidak pernah lapor sana sini dan pak   kuy kalau pak anies kalah,"['jangan', 'pilih', 'yang', 'tukang', 'bungkam', 'pers', 'ke', 'pak', 'anies', 'aja', 'karena', 'beliau', 'benar', 'tidak', 'pernah', 'lapor', 'sana', 'sini', 'dan', 'pak', 'kuy', 'kalau', 'pak', 'anies', 'kalah']","['pilih', 'tukang', 'bungkam', 'pers', 'anies', 'aja', 'beliau', 'lapor', 'kuy', 'anies', 'kalah']",Positif
Kalau kalian fair paslon nomor 03 itu plg sdkt buruknya dibanding paslon lain..Yg kalian pilih itu Ganjar Anies n Prabowo bkn Mega Surya Paloh or Jokowi..Gunain akal sehatnya sblm memilih dan jgn lupa berdoa dlu biar g slh milih..God bless.,Kalau kalian fair paslon nomor 03 itu plg sdkt buruknya dibanding paslon lainYg kalian pilih itu Ganjar Anies n Prabowo bkn Mega Surya Paloh or JokowiGunain akal sehatnya sblm memilih dan jgn lupa berdoa dlu biar g slh milihGod bless,kalau kalian fair paslon nomor 03 itu plg sdkt buruknya dibanding paslon lainyg kalian pilih itu ganjar anies n prabowo bkn mega surya paloh or jokowigunain akal sehatnya sblm memilih dan jgn lupa berdoa dlu biar g slh milihgod bless,kalau kalian fair paslon nomor 03 itu plg sdkt buruknya dibanding paslon lainyg kalian pilih itu   anies n prabowo bkn mega surya paloh or jokowigunain akal sehatnya sblm memilih dan jgn lupa berdoa dlu biar g slh milihgod bless,"['kalau', 'kalian', 'fair', 'paslon', 'nomor', '03', 'itu', 'plg', 'sdkt', 'buruknya', 'dibanding', 'paslon', 'lainyg', 'kalian', 'pilih', 'itu', 'anies', 'n', 'prabowo', 'bkn', 'mega', 'surya', 'paloh', 'or', 'jokowigunain', 'akal', 'sehatnya', 'sblm', 'memilih', 'dan', 'jgn', 'lupa', 'berdoa', 'dlu', 'biar', 'g', 'slh', 'milihgod', 'bless']","['fair', 'paslon', 'nomor', '03', 'plg', 'sdkt', 'buruknya', 'dibanding', 'paslon', 'lainyg', 'pilih', 'anies', 'n', 'prabowo', 'bkn', 'mega', 'surya', 'paloh', 'or', 'jokowigunain', 'akal', 'sehatnya', 'sblm', 'memilih', 'jgn', 'lupa', 'berdoa', 'dlu', 'biar', 'g', 'slh', 'milihgod', 'bless']",Netral
Ya Allah semoga pak Anies masuk putaran kedua takut banget,Ya Allah semoga pak Anies masuk putaran kedua takut banget,ya allah semoga pak anies masuk putaran kedua takut banget,ya allah semoga pak anies masuk putaran kedua takut banget,"['ya', 'allah', 'semoga', 'pak', 'anies', 'masuk', 'putaran', 'kedua', 'takut', 'banget']","['ya', 'allah', 'semoga', 'anies', 'masuk', 'putaran', 'takut', 'banget']",Positif
@gibran_gen Anies udh membuat 400 lebib taman di jkt wkwkwkwk selama 4 th menjabat,Anies udh membuat 400 lebib taman di jkt wkwkwkwk selama 4 th menjabat,anies udh membuat 400 lebib taman di jkt wkwkwkwk selama 4 th menjabat,anies udh membuat 400 lebib taman di jkt wkwkwkwk selama 4 th menjabat,"['anies', 'udh', 'membuat', '400', 'lebib', 'taman', 'di', 'jkt', 'wkwkwkwk', 'selama', '4', 'th', 'menjabat']","['anies', 'udh', '400', 'lebib', 'taman', 'jkt', 'wkwkwkwk', '4', 'th', 'menjabat']",Positif
Pilih Anies https://t.co/zcHY44enuZ,Pilih Anies,pilih anies,pilih anies,"['pilih', 'anies']","['pilih', 'anies']",Positif
@ajengcute16__ Perjuangan pendukung Anies yg begitu berat pahlawan perubahan datang dengan hati bukan Krn bayaran,Perjuangan pendukung Anies yg begitu berat pahlawan perubahan datang dengan hati bukan Krn bayaran,perjuangan pendukung anies yg begitu berat pahlawan perubahan datang dengan hati bukan krn bayaran,perjuangan pendukung anies yang begitu berat pahlawan perubahan datang dengan hati bukan karena bayaran,"['perjuangan', 'pendukung', 'anies', 'yang', 'begitu', 'berat', 'pahlawan', 'perubahan', 'datang', 'dengan', 'hati', 'bukan', 'karena', 'bayaran']","['perjuangan', 'pendukung', 'anies', 'berat', 'pahlawan', 'perubahan', 'hati', 'bayaran']",Positif
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 Harus nonton yg video pak Anies diroasting jurnalis ,Harus nonton yg video pak Anies diroasting jurnalis,harus nonton yg video pak anies diroasting jurnalis,harus nonton yang video pak anies diroasting jurnalis,"['harus', 'nonton', 'yang', 'video', 'pak', 'anies', 'diroasting', 'jurnalis']","['nonton', 'video', 'anies', 'diroasting', 'jurnalis']",Netral
@ederraa_ @NyankoPtr @tubirfess Dulu aku bidikmisi jaman sby tapi ngliat saudara2 ku di rempang di kampung bayam bener2 butuh pemimpin yang mihak kerakyat aku pilih anies yang lebih seneng dialog,Dulu aku bidikmisi jaman sby tapi ngliat saudara2 ku di rempang di kampung bayam bener2 butuh pemimpin yang mihak kerakyat aku pilih anies yang lebih seneng dialog,dulu aku bidikmisi jaman sby tapi ngliat saudara2 ku di rempang di kampung bayam bener2 butuh pemimpin yang mihak kerakyat aku pilih anies yang lebih seneng dialog,dulu aku bidikmisi jaman sby tapi ngliat saudara2 ku di rempang di kampung bayam bener2 butuh pemimpin yang mihak kerakyat aku pilih anies yang lebih seneng dialog,"['dulu', 'aku', 'bidikmisi', 'jaman', 'sby', 'tapi', 'ngliat', 'saudara2', 'ku', 'di', 'rempang', 'di', 'kampung', 'bayam', 'bener2', 'butuh', 'pemimpin', 'yang', 'mihak', 'kerakyat', 'aku', 'pilih', 'anies', 'yang', 'lebih', 'seneng', 'dialog']","['bidikmisi', 'jaman', 'sby', 'ngliat', 'saudara2', 'ku', 'rempang', 'kampung', 'bayam', 'bener2', 'butuh', 'pemimpin', 'mihak', 'kerakyat', 'pilih', 'anies', 'seneng', 'dialog']",Positif
masi aja kebawa video th 2019 yg pak Anies bilang gamau nyalon kalo ada pak Prabowo ï¸ï¸ï¸,masi aja kebawa video th 2019 yg pak Anies bilang gamau nyalon kalo ada pak Prabowo,masi aja kebawa video th 2019 yg pak anies bilang gamau nyalon kalo ada pak prabowo,masi aja kebawa video th 2019 yang pak anies bilang gamau nyalon kalau ada pak prabowo,"['masi', 'aja', 'kebawa', 'video', 'th', '2019', 'yang', 'pak', 'anies', 'bilang', 'gamau', 'nyalon', 'kalau', 'ada', 'pak', 'prabowo']","['masi', 'aja', 'kebawa', 'video', 'th', '2019', 'anies', 'bilang', 'gamau', 'nyalon', 'prabowo']",Netral
@UyokTweet Bismillah.. Inshaa Allah Anies Baswedan-Muhaimin menang mutlak. Aamiin Allahumma Aamiin Yaa Rabb ï¸ð®ð©ï¸ #01AMINwinElection,Bismillah Inshaa Allah Anies BaswedanMuhaimin menang mutlak Aamiin Allahumma Aamiin Yaa Rabb,bismillah inshaa allah anies baswedanmuhaimin menang mutlak aamiin allahumma aamiin yaa rabb,bismillah inshaa allah anies baswedanmuhaimin menang mutlak aamiin allahumma aamiin yaa rabb,"['bismillah', 'inshaa', 'allah', 'anies', 'baswedanmuhaimin', 'menang', 'mutlak', 'aamiin', 'allahumma', 'aamiin', 'yaa', 'rabb']","['bismillah', 'inshaa', 'allah', 'anies', 'baswedanmuhaimin', 'menang', 'mutlak', 'aamiin', 'allahumma', 'aamiin', 'yaa', 'rabb']",Positif
@dekade_08 Bilang sama dia orang Ternate banyak milih Anies...Kayaknya Zainal Mohtar lebih cerdas dari dia...,Bilang sama dia orang Ternate banyak milih AniesKayaknya Zainal Mohtar lebih cerdas dari dia,bilang sama dia orang ternate banyak milih anieskayaknya zainal mohtar lebih cerdas dari dia,bilang sama dia orang ternate banyak milih anieskayaknya zainal mohtar lebih cerdas dari dia,"['bilang', 'sama', 'dia', 'orang', 'ternate', 'banyak', 'milih', 'anieskayaknya', 'zainal', 'mohtar', 'lebih', 'cerdas', 'dari', 'dia']","['bilang', 'orang', 'ternate', 'milih', 'anieskayaknya', 'zainal', 'mohtar', 'cerdas']",Positif
Presiden - Wakil Presiden Kalo ini Insya Allah lah yang paling kiri Mari kita coblos ANIES - MUHAIMIN yang duanana pake peci &amp; kacamata pliss menang aku dh jadi buzzer non rp cc @cakimiNOW https://t.co/EUcIcqPLJn,Presiden Wakil Presiden Kalo ini Insya Allah lah yang paling kiri Mari kita coblos ANIES MUHAIMIN yang duanana pake peci amp kacamata pliss menang aku dh jadi buzzer non rp cc,presiden wakil presiden kalo ini insya allah lah yang paling kiri mari kita coblos anies muhaimin yang duanana pake peci amp kacamata pliss menang aku dh jadi buzzer non rp cc,presiden wakil presiden kalau ini insya allah lah yang paling kiri mari kita coblos anies muhaimin yang duanana pake peci amp kacamata pliss menang aku dh jadi buzzer non rp cc,"['presiden', 'wakil', 'presiden', 'kalau', 'ini', 'insya', 'allah', 'lah', 'yang', 'paling', 'kiri', 'mari', 'kita', 'coblos', 'anies', 'muhaimin', 'yang', 'duanana', 'pake', 'peci', 'amp', 'kacamata', 'pliss', 'menang', 'aku', 'dh', 'jadi', 'buzzer', 'non', 'rp', 'cc']","['presiden', 'wakil', 'presiden', 'insya', 'allah', 'kiri', 'mari', 'coblos', 'anies', 'muhaimin', 'duanana', 'pake', 'peci', 'amp', 'kacamata', 'pliss', 'menang', 'dh', 'buzzer', 'non', 'rp', 'cc']",Positif
@kumparan Dukungan penuh untuk Anies 01 yang jelas dengan kepemimpinan nya https://t.co/q75rd9dLnu,Dukungan penuh untuk Anies 01 yang jelas dengan kepemimpinan nya,dukungan penuh untuk anies 01 yang jelas dengan kepemimpinan nya,dukungan penuh untuk anies 01 yang jelas dengan kepemimpinan nya,"['dukungan', 'penuh', 'untuk', 'anies', '01', 'yang', 'jelas', 'dengan', 'kepemimpinan', 'nya']","['dukungan', 'penuh', 'anies', '01', 'kepemimpinan', 'nya']",Positif
@imanlagi Selamat pagi kawan-kawan dari seluruh penjuru TANAH AIR. BISMILLAH. Yoo siap2 menuju TPS masing-masing. Insya Allah KEMENANGAN diantarkan kepada kita. ITS TIME FOR CHANGE !!! https://t.co/iIN6Nf3tZc,Selamat pagi kawankawan dari seluruh penjuru TANAH AIR BISMILLAH Yoo siap2 menuju TPS masingmasing Insya Allah KEMENANGAN diantarkan kepada kita ITS TIME FOR CHANGE,selamat pagi kawankawan dari seluruh penjuru tanah air bismillah yoo siap2 menuju tps masingmasing insya allah kemenangan diantarkan kepada kita its time for change,selamat pagi kawankawan dari seluruh penjuru tanah air bismillah yoo siap2 menuju tps masingmasing insya allah kemenangan diantarkan kepada kita its time for change,"['selamat', 'pagi', 'kawankawan', 'dari', 'seluruh', 'penjuru', 'tanah', 'air', 'bismillah', 'yoo', 'siap2', 'menuju', 'tps', 'masingmasing', 'insya', 'allah', 'kemenangan', 'diantarkan', 'kepada', 'kita', 'its', 'time', 'for', 'change']","['selamat', 'pagi', 'kawankawan', 'penjuru', 'tanah', 'air', 'bismillah', 'yoo', 'siap2', 'tps', 'masingmasing', 'insya', 'allah', 'kemenangan', 'diantarkan', 'its', 'time', 'for', 'change']",Positif
Selepas apapun hasil pemilihan nanti rasa hormat dan rasa bangga atas program desak anies yg mengajarkan kami warna barru demokrasi Terimakasih @aniesbaswedan &amp; @cakimiNOW sudah memberikan kampanye yg berkualitas dan bermanfaat. Saya bangga pernah ada dibarisan perubahan https://t.co/1mAfFhmmzN,Selepas apapun hasil pemilihan nanti rasa hormat dan rasa bangga atas program desak anies yg mengajarkan kami warna barru demokrasi Terimakasih amp sudah memberikan kampanye yg berkualitas dan bermanfaat Saya bangga pernah ada dibarisan perubahan,selepas apapun hasil pemilihan nanti rasa hormat dan rasa bangga atas program desak anies yg mengajarkan kami warna barru demokrasi terimakasih amp sudah memberikan kampanye yg berkualitas dan bermanfaat saya bangga pernah ada dibarisan perubahan,selepas apapun hasil pemilihan nanti rasa hormat dan rasa bangga atas program desak anies yang mengajarkan kami warna barru demokrasi terimakasih amp sudah memberikan kampanye yang berkualitas dan bermanfaat saya bangga pernah ada dibarisan perubahan,"['selepas', 'apapun', 'hasil', 'pemilihan', 'nanti', 'rasa', 'hormat', 'dan', 'rasa', 'bangga', 'atas', 'program', 'desak', 'anies', 'yang', 'mengajarkan', 'kami', 'warna', 'barru', 'demokrasi', 'terimakasih', 'amp', 'sudah', 'memberikan', 'kampanye', 'yang', 'berkualitas', 'dan', 'bermanfaat', 'saya', 'bangga', 'pernah', 'ada', 'dibarisan', 'perubahan']","['selepas', 'apapun', 'hasil', 'pemilihan', 'hormat', 'bangga', 'program', 'desak', 'anies', 'mengajarkan', 'warna', 'barru', 'demokrasi', 'terimakasih', 'amp', 'kampanye', 'berkualitas', 'bermanfaat', 'bangga', 'dibarisan', 'perubahan']",Positif
Anies lama-lama kaya Wonyoung anjir diem aja disalahin ,Anies lamalama kaya Wonyoung anjir diem aja disalahin,anies lamalama kaya wonyoung anjir diem aja disalahin,anies lamalama kaya wonyoung anjir diem aja disalahin,"['anies', 'lamalama', 'kaya', 'wonyoung', 'anjir', 'diem', 'aja', 'disalahin']","['anies', 'lamalama', 'kaya', 'wonyoung', 'anjir', 'diem', 'aja', 'disalahin']",Netral
Apa yang Anda harapkan jika Anies jadi presiden ?,Apa yang Anda harapkan jika Anies jadi presiden,apa yang anda harapkan jika anies jadi presiden,apa yang anda harapkan jika anies jadi presiden,"['apa', 'yang', 'anda', 'harapkan', 'jika', 'anies', 'jadi', 'presiden']","['harapkan', 'anies', 'presiden']",Netral
@inganggita ? Semarang malang bandung pada di luar negeri pilih anies ga jelas. Ada yg ud kerja lama ada yg ambil PhD. Ga semua ajaib jauh dari grassroot. Ga perlu anti jakarta dari jauh. Tergantung yg di follow aja sukanya follow yg ky gitu. Coba itu ig okehore.,Semarang malang bandung pada di luar negeri pilih anies ga jelas Ada yg ud kerja lama ada yg ambil PhD Ga semua ajaib jauh dari grassroot Ga perlu anti jakarta dari jauh Tergantung yg di follow aja sukanya follow yg ky gitu Coba itu ig okehore,semarang malang bandung pada di luar negeri pilih anies ga jelas ada yg ud kerja lama ada yg ambil phd ga semua ajaib jauh dari grassroot ga perlu anti jakarta dari jauh tergantung yg di follow aja sukanya follow yg ky gitu coba itu ig okehore,semarang malang bandung pada di luar negeri pilih anies ga jelas ada yang ud kerja lama ada yang ambil phd ga semua ajaib jauh dari grassroot ga perlu anti jakarta dari jauh tergantung yang di follow aja sukanya follow yang ky gitu coba itu ig okehore,"['semarang', 'malang', 'bandung', 'pada', 'di', 'luar', 'negeri', 'pilih', 'anies', 'ga', 'jelas', 'ada', 'yang', 'ud', 'kerja', 'lama', 'ada', 'yang', 'ambil', 'phd', 'ga', 'semua', 'ajaib', 'jauh', 'dari', 'grassroot', 'ga', 'perlu', 'anti', 'jakarta', 'dari', 'jauh', 'tergantung', 'yang', 'di', 'follow', 'aja', 'sukanya', 'follow', 'yang', 'ky', 'gitu', 'coba', 'itu', 'ig', 'okehore']","['semarang', 'malang', 'bandung', 'negeri', 'pilih', 'anies', 'ga', 'ud', 'kerja', 'ambil', 'phd', 'ga', 'ajaib', 'grassroot', 'ga', 'anti', 'jakarta', 'tergantung', 'follow', 'aja', 'sukanya', 'follow', 'ky', 'gitu', 'coba', 'ig', 'okehore']",Netral
@SOBAT_ANIES Insyaallah #AMINmenang https://t.co/7fwSMxuEtZ,Insyaallah,insyaallah,insyaallah,['insyaallah'],['insyaallah'],Positif
@nialubis_ Kasian pendukung 01 di cuci otak Gak pilih anies sama dgn berdosa Pilih anies dijamin masuk surga Anies adalah imam mahdi Malaikat Jibril mengutus anies Ya udh knp kalian gk pergi cepet aja? Kan si paling percaya diri bkl auto masuk surga oops,Kasian pendukung 01 di cuci otak Gak pilih anies sama dgn berdosa Pilih anies dijamin masuk surga Anies adalah imam mahdi Malaikat Jibril mengutus anies Ya udh knp kalian gk pergi cepet aja Kan si paling percaya diri bkl auto masuk surga oops,kasian pendukung 01 di cuci otak gak pilih anies sama dgn berdosa pilih anies dijamin masuk surga anies adalah imam mahdi malaikat jibril mengutus anies ya udh knp kalian gk pergi cepet aja kan si paling percaya diri bkl auto masuk surga oops,kasian pendukung 01 di cuci otak gak pilih anies sama dgn berdosa pilih anies dijamin masuk surga anies adalah imam mahdi malaikat jibril mengutus anies ya udh knp kalian gk pergi cepet aja kan si paling percaya diri bkl auto masuk surga oops,"['kasian', 'pendukung', '01', 'di', 'cuci', 'otak', 'gak', 'pilih', 'anies', 'sama', 'dgn', 'berdosa', 'pilih', 'anies', 'dijamin', 'masuk', 'surga', 'anies', 'adalah', 'imam', 'mahdi', 'malaikat', 'jibril', 'mengutus', 'anies', 'ya', 'udh', 'knp', 'kalian', 'gk', 'pergi', 'cepet', 'aja', 'kan', 'si', 'paling', 'percaya', 'diri', 'bkl', 'auto', 'masuk', 'surga', 'oops']","['kasian', 'pendukung', '01', 'cuci', 'otak', 'gak', 'pilih', 'anies', 'dgn', 'berdosa', 'pilih', 'anies', 'dijamin', 'masuk', 'surga', 'anies', 'imam', 'mahdi', 'malaikat', 'jibril', 'mengutus', 'anies', 'ya', 'udh', 'knp', 'gk', 'pergi', 'cepet', 'aja', 'si', 'percaya', 'bkl', 'auto', 'masuk', 'surga', 'oops']",Negatif
